ID	ItemName	FieldModelName	AttachedModelName	SpriteDDS	MinX	MinY	MaxX	MaxY	SizeX	SizeY	EffectSound	ItemType	TypeName	AbleExchangeNDrop	AbleSell	MinDropLevel	MaxDropLevel	Price	OptionPrice	BlackPrice	MedalPrice	ClassLimit	LimitStat	Limit	LowLevel	HighLevel	Durability	MaxDurability	MinDamage	MaxDamage	Defence	Block	DropOption	Grade	CriticalType	AttackRange	MaxSocketNum	MagicResist	Evade	CoolDown	MaxHP	MaxMP	HPRegen	MPRegen	Speed	SkillPoint	Frost	Fire	Electro	Darkness
5007	Star helmet	mat_head.R3S	Mat_qurju	itema002	159	65	201	102	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5008	Ox-horn helm	roan_head.R3S	Roan_chita_kum	itema002	6	65	49	114	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5009	Combater helmet	mat_head.R3S	Mat_sallet	itema001	109	190	149	221	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5010	Kama combater helmet	mat_head.R3S	Mat_mugen	itema002	109	64	149	111	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5017	Ancient saint helm	roan_head.R3S	Roan_jat	itema001	95	4	144	51	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5011	Skylla helmet	mat_head.R3S	Mat_qurgen	itema002	5	129	50	167	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5012	Kurd helm	roan_head.R3S	Kurd	itema001	210	65	247	111	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5013	Ally-giant helm	roan_head.R3S	Ku_shan	itema002	60	129	100	170	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5014	Horned helmet	mat_head.R3S	Mat_korint	itema002	164	130	201	177	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5015	Herakles  helmet	mat_head.R3S	Full_Mat	itema001	59	190	100	237	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5016	Titan helm	roan_head.R3S	Kurst	itema002	111	129	154	177	2	2	gt.wav	CON_HEAD	Combatant Helm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5018	Anchoret armet	keath_head.R3S	Keath_maqe	itema001	113	64	154	109	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5019	Ox-horn born helm	roan_head.R3S	Roan_fut	itema001	212	5	246	43	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5020	Yade anchoret helm	roan_head.R3S	hoodie	itema001	109	124	144	169	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5021	Hel. armet	keath_head.R3S	Keath_fut	itema001	164	64	194	102	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5022	Yade eagle helm	roan_head.R3S	Roan_Croq	itema001	57	64	94	113	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5024	Crocodilian elf helm	roan_head.R3S	Roan_Kaz	itema001	6	65	49	114	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	6291456	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5025	Anthropo-elf helm	roan_head.R3S	Hahoetal	itema002	160	4	191	42	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	6291456	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5026	Officiator helm	roan_head.R3S	Bengal	itema001	215	124	243	167	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	6291456	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5027	Hephaistos helm	roan_head.R3S	Hirez	itema001	64	125	93	166	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	6291456	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5030	Keras helmet	mat_head.R3S	Kross_hoodie	itema002	12	5	39	48	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	6291456	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5033	Ally-giant totem	keath_head.R3S	Keath_totem	itema002	106	5	149	54	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	6291456	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5044	Roankayi helm	roan_head.R3S	Roan_Kaz	itema001	6	65	49	114	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	6291456	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5028	Stinge helm	roan_head.R3S	hoodie	itema001	109	124	144	169	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5029	Titan's wing armet	keath_head.R3S	Keath_Kross	itema001	155	125	202	167	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5034	Ancient Aeolus helm	roan_head.R3S	Roan_jat	itema001	95	4	144	51	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5040	Meleager helmet	mat_head.R3S	Mat_rodin	itema002	216	65	247	99	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5035	Manu helmet	mat_head.R3S	Mat_nut	itema001	50	4	90	47	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5036	Muses helmet	mat_head.R3S	Mat_jat	itema001	7	4	43	53	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5038	Roanster helm	roan_head.R3S	Roan_chita_kum	itema002	6	65	49	114	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5023	Amender protector helmet	mat_head.R3S	Mat_Oakum	itema001	165	190	201	237	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	14680064	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5031	Ended armet	keath_head.R3S	Keath_net	itema001	212	190	249	233	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5032	Ally-giant armet	keath_head.R3S	Keath_eigen	itema002	56	4	95	42	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5048	Matsharvon helm	mat_head.R3S	Mat_qurgen	itema002	5	129	50	167	2	2	gt.wav	DEX_HEAD	Offciator Helm	O	O	0	0	1	O	1	1	8388608	LEVEL	1	0	0	100	100	0	0	2000	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5201	Defender pant	a_pelvis.R3S	Keath_Roft	Itema008	5	4	50	53	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5202	Rheia defender pant	a_pelvis.R3S	Roan_Roft	Itema008	68	61	115	108	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5203	Str. Rheia defender pant	a_pelvis.R3S	Mat_Roft	Itema008	131	5	177	55	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5204	Bint pant	a_pelvis.R3S	Keath_Bint	Itema008	65	5	114	52	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5205	St. Rheia pant	a_pelvis.R3S	Roan_Bint	Itema008	5	65	51	113	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5206	Combater pant	a_pelvis.R3S	Mat_Bint	Itema008	194	4	243	50	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5207	Ally-giant pant	a_pelvis.R3S	Keath_Crozier	Itema008	136	65	185	96	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5208	Legendary Ally-giant pant	a_pelvis.R3S	Roan_Tith	Itema008	201	65	246	110	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5209	Ancient Saint's pant	a_pelvis.R3S	Mat_Tough	Itema008	5	125	54	167	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5221	Fairy Rheia pant	a_pelvis.R3S	Roan_Sen	Item059	105	127	147	174	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5222	Crozier pant	a_pelvis.R3S	Keath_Peak	Item059	179	133	226	164	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5225	Rheia pant	a_pelvis.R3S	Roan_Tuoc	itema014	13	15	59	52	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5226	Antiquity pant	a_pelvis.R3S	mat_tuoc	itema014	77	11	124	57	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5227	Nagual pant	a_pelvis.R3S	keath_sen	itema014	198	9	246	56	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5228	Antiquity leather-pant	a_pelvis.R3S	mat_peak	itema014	142	11	188	54	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5229	Rheia chaparejos	a_pelvis.R3S	roan_peak	itema014	15	72	60	108	2	2	armor1.wav	CON_PELVIS	Combatant Pant	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5210	Robert protector pant	b_pelvis.R3S	Keath_Roft_amor	Itema008	69	125	118	158	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5211	Spens protector pant	b_pelvis.R3S	Keath_ped	Itema008	130	125	181	155	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5212	Argos hide-pant	b_pelvis.R3S	Mat_amor	Itema008	198	125	244	155	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5213	Ally-giant-officiator pant	b_pelvis.R3S	Keath_Pelves	Itema008	5	177	54	201	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5214	Rheia-officiator pant	b_pelvis.R3S	Roan_Ormolu	Itema008	69	173	117	206	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5215	Titan hide-pant	b_pelvis.R3S	Mat_Nixon	Itema008	132	170	180	199	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5216	Ally-giant run-pant	b_pelvis.R3S	Keath_Bengal	Itema008	200	173	246	198	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5217	Ally-giant judge-pant	b_pelvis.R3S	Roan_Reb	Itema008	25	216	75	253	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5230	Grace pant	b_pelvis.R3S	Keath_cramo	itema014	77	72	124	118	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5231	Rheia shorts	b_pelvis.R3S	roan_cramo	itema014	18	196	61	240	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5232	Grace girdle	b_pelvis.R3S	keath_mecru	itema014	78	193	124	238	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5233	Rheia talon-girdle	b_pelvis.R3S	roan_solche	itema014	15	135	60	180	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5234	Grace talon-girdle	b_pelvis.R3S	keath_solche	itema014	78	138	123	167	2	2	armor1.wav	DEX_PELVIS	Offciator Pant	O	O	0	0	1	X	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5317	Roamn right-arm	a_arm.R3S	Roan_Aqup	Itema004	53	3	100	117	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5301	Grace right-arm	a_arm.R3S	Keath_Gira	Itema004	6	3	51	115	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5302	Rheia right-arm	a_arm.R3S	Roan_Aqup	Itema004	53	3	100	117	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5303	Str. Rheia right-arm	a_arm.R3S	Roan_Rib	Itema004	103	5	155	61	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5304	Fascinator right-arm	a_arm.R3S	Mat_Aqup	Itema004	161	7	208	109	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5305	St. Rheia right-arm	a_arm.R3S	Roan_Bones	Itema004	56	125	100	223	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5306	Combater right-arm	a_arm.R3S	Mat_Qlat	Itema004	210	4	255	108	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5307	Legendary Ally-giant right-arm	a_arm.R3S	Keath_Crt	Itema004	4	124	53	225	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5308	Ancient Saint's right-arm	a_arm.R3S	Mat_Kasha	Itema004	103	124	150	226	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5318	Mallep right-arm	a_arm.R3S	Mat_Aqup	Itema004	161	7	208	109	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5319	Roanbonk right-arm	a_arm.R3S	Roan_Bones	Itema004	56	125	100	223	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5320	Magal right-arm	a_arm.R3S	Mat_Qlat	Itema004	210	4	255	108	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5321	Keathert right-arm	a_arm.R3S	Keath_Crt	Itema004	4	124	53	225	2	4	gt.wav	CON_PROTECT_A	Combatant Protect Arm	O	O	0	0	1	O	1	1	1900544	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5323	Keathm big-right-arm	b_arm.R3S	Keath_Aqup_Spya	Itema005	13	5	40	83	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5309	Officiator right-arm	b_arm.R3S	Keath_Aqup_Cuff	Itema004	160	125	204	221	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5310	Str. Officiator right-arm	b_arm.R3S	Keath_Aqup_Spya	Itema005	13	5	40	83	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5311	Artemis right-arm	b_arm.R3S	Keath_Aqup_Chafa	Itema004	211	125	252	224	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5312	St. Officiator right-arm	b_arm.R3S	Roan_Orlon	Itema005	64	5	99	96	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5313	Legendary hide-right-arm	b_arm.R3S	Mat_Aruka	Itema005	173	5	201	104	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5314	Legendary run-right-arm	b_arm.R3S	Bengal_Aqup	Itema005	217	4	252	101	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5315	Ally-giant judge-right-arm	b_arm.R3S	Keath_Aqup_Grib	Itema005	117	5	149	106	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5316	Ancient Aeolus right-arm	b_arm.R3S	Roan_Benito	Itema005	5	125	35	223	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5324	Roanbellen right-arm	b_arm.R3S	Roan_Orlon	Itema005	64	5	99	96	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5325	Math right-arm	b_arm.R3S	Mat_Aruka	Itema005	173	5	201	104	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5326	Bengal right-arm	b_arm.R3S	Bengal_Aqup	Itema005	217	4	252	101	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5327	Keathcarlo right-arm	b_arm.R3S	Keath_Aqup_Grib	Itema005	117	5	149	106	2	4	gt.wav	DEX_PROTECT_A	Offciator Protect Arm	O	O	0	0	1	O	1	1	14811136	LEVEL	1	0	0	100	100	0	0	850	0	0	AAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
